id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type
0,0,"192.168.2.1","82:e6:50:12:14:64","82:e6:50",5353,"224.0.0.251","01:00:5e:00:00:fb","01:00:5e",5353,17,4,0,0,1537522897732,1537522897732,0,1,405,1537522897732,1537522897732,0,1,405,0,0,0,0,0,"MDNS","Network",1,1,"","","","",""
1,0,"169.254.15.115","80:e6:50:21:86:7c","80:e6:50",5353,"224.0.0.251","01:00:5e:00:00:fb","01:00:5e",5353,17,4,0,0,1537522897732,1537522897732,0,1,405,1537522897732,1537522897732,0,1,405,0,0,0,0,0,"MDNS","Network",1,1,"","","","",""
2,0,"192.168.2.1","82:e6:50:12:14:64","82:e6:50",5353,"224.0.0.251","01:00:5e:00:00:fb","01:00:5e",5353,17,4,0,0,1537523212430,1537523219435,7005,4,972,1537523212430,1537523219435,7005,4,972,0,0,0,0,0,"MDNS","Network",0,6,"simona???s_macbook_pro._companion-link._tcp.local","","","",""
3,0,"169.254.15.115","80:e6:50:21:86:7c","80:e6:50",5353,"224.0.0.251","01:00:5e:00:00:fb","01:00:5e",5353,17,4,0,0,1537523212430,1537523219436,7006,4,972,1537523212430,1537523219436,7006,4,972,0,0,0,0,0,"MDNS","Network",0,6,"simona???s_macbook_pro._companion-link._tcp.local","","","",""
4,0,"fe80::80e6:50ff:fe12:1464","82:e6:50:12:14:64","82:e6:50",5353,"ff02::fb","33:33:00:00:00:fb","33:33:00",5353,17,6,0,0,1537522897732,1537522897732,0,1,425,1537522897732,1537522897732,0,1,425,0,0,0,0,0,"MDNS","Network",1,1,"","","","",""
5,0,"::","4c:ef:c0:27:56:1e","4c:ef:c0",0,"ff02::16","33:33:00:00:00:16","33:33:00",0,58,6,0,0,1537523548856,1537523548860,4,2,180,1537523548856,1537523548860,4,2,180,0,0,0,0,0,"ICMPV6","Network",0,6,"","","","",""
6,0,"fe80::4eef:c0ff:fe27:561e","4c:ef:c0:27:56:1e","4c:ef:c0",0,"ff02::2","33:33:00:00:00:02","33:33:00",0,58,6,0,0,1537523548865,1537523556416,7551,3,210,1537523548865,1537523556416,7551,3,210,0,0,0,0,0,"ICMPV6","Network",0,6,"","","","",""
7,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",59744,"192.168.2.1","82:e6:50:12:14:64","82:e6:50",53,17,4,0,0,1537523549331,1537523549343,12,2,238,1537523549331,1537523549331,0,1,85,1537523549343,1537523549343,0,1,153,"DNS.AmazonAWS","Network",0,6,"spectrum.s3.amazonaws.com","","","",""
8,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",1112,"192.168.2.1","82:e6:50:12:14:64","82:e6:50",53,17,4,0,0,1537523549545,1537523549557,12,2,166,1537523549545,1537523549545,0,1,75,1537523549557,1537523549557,0,1,91,"DNS","Network",0,6,"www.example.com","","","",""
9,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",38715,"54.239.27.11","82:e6:50:12:14:64","82:e6:50",443,6,4,0,0,1537523549913,1537523569557,19644,48,12751,1537523549913,1537523569513,19600,26,5008,1537523550032,1537523569557,19525,22,7743,"TLS.Amazon","Web",0,6,"","8b4915ab1868b8265854db0782853eeb","fbe78c619e7ea20046131294ad087f05","",""
10,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",33043,"52.119.164.214","82:e6:50:12:14:64","82:e6:50",443,6,4,0,0,1537523549992,1537523559021,9029,27,9005,1537523549992,1537523559021,9029,14,1866,1537523550171,1537523558982,8811,13,7139,"TLS.Amazon","Web",0,6,"arcus-uswest.amazon.com","bdf21e38e1f69776df407235625e75e2","303951d4c50efb2e991652225a6f02b1","",""
11,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",10862,"192.168.2.1","82:e6:50:12:14:64","82:e6:50",53,17,4,0,0,1537523552006,1537523552055,49,2,180,1537523552006,1537523552006,0,1,82,1537523552055,1537523552055,0,1,98,"DNS.Amazon","Network",0,6,"dp-rsm-prod.amazon.com","","","",""
12,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",38721,"54.239.27.11","82:e6:50:12:14:64","82:e6:50",443,6,4,0,0,1537523571372,1537523578924,7552,63,20725,1537523571372,1537523578810,7438,33,8439,1537523571487,1537523578924,7437,30,12286,"TLS.Amazon","Web",0,6,"","8b4915ab1868b8265854db0782853eeb","fbe78c619e7ea20046131294ad087f05","",""
13,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",46363,"176.32.98.108","82:e6:50:12:14:64","82:e6:50",443,6,4,0,0,1537523552479,1537523697478,144999,35,16961,1537523552479,1537523579249,26770,20,9288,1537523552587,1537523697478,144891,15,7673,"TLS.Amazon","Web",0,6,"device-messaging-na.amazon.com","bdf21e38e1f69776df407235625e75e2","303951d4c50efb2e991652225a6f02b1","",""
14,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",31664,"192.168.2.1","82:e6:50:12:14:64","82:e6:50",53,17,4,0,0,1537523552851,1537523552864,13,2,210,1537523552851,1537523552851,0,1,86,1537523552864,1537523552864,0,1,124,"DNS.Amazon","Network",0,6,"softwareupdates.amazon.com","","","",""
15,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",64769,"192.168.2.1","82:e6:50:12:14:64","82:e6:50",53,17,4,0,0,1537523554526,1537523554538,12,2,198,1537523554526,1537523554526,0,1,79,1537523554538,1537523554538,0,1,119,"DNS.Google","Network",0,6,"clients3.google.com","","","",""
16,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",9161,"192.168.2.1","82:e6:50:12:14:64","82:e6:50",53,17,4,0,0,1537523559805,1537523559805,0,2,180,1537523559805,1537523559805,0,1,82,1537523559805,1537523559805,0,1,98,"DNS.Amazon","Network",0,6,"kindle-time.amazon.com","","","",""
17,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",45407,"52.119.196.25","82:e6:50:12:14:64","82:e6:50",443,6,4,0,0,1537523564395,1537523566497,2102,29,9312,1537523564395,1537523566497,2102,16,3125,1537523564539,1537523566454,1915,13,6187,"TLS.Amazon","Web",0,6,"api.amazon.com","5c118da645babe52f060d0754256a73c","159d46e54a2c066ef95e656fdf034e1d","",""
18,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",39905,"52.119.196.25","82:e6:50:12:14:64","82:e6:50",443,6,4,0,0,1537523566496,1537523634892,68396,34,15529,1537523566496,1537523569481,2985,16,5091,1537523566612,1537523634892,68280,18,10438,"TLS.Amazon","Web",0,6,"api.amazon.com","bdf21e38e1f69776df407235625e75e2","303951d4c50efb2e991652225a6f02b1","",""
19,0,"192.168.2.1","82:e6:50:12:14:64","82:e6:50",5353,"224.0.0.251","01:00:5e:00:00:fb","01:00:5e",5353,17,4,0,0,1537523628167,1537523628167,0,1,405,1537523628167,1537523628167,0,1,405,0,0,0,0,0,"MDNS","Network",1,1,"","","","",""
20,0,"169.254.15.115","80:e6:50:21:86:7c","80:e6:50",5353,"224.0.0.251","01:00:5e:00:00:fb","01:00:5e",5353,17,4,0,0,1537523628167,1537523628167,0,1,405,1537523628167,1537523628167,0,1,405,0,0,0,0,0,"MDNS","Network",1,1,"","","","",""
21,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",34920,"52.46.129.41","82:e6:50:12:14:64","82:e6:50",443,6,4,0,0,1537523643976,1537523652886,8910,43,18752,1537523643976,1537523652886,8910,24,12405,1537523644092,1537523652842,8750,19,6347,"TLS.Amazon","Web",0,6,"device-metrics-us.amazon.com","69415598724855f70b37da9f653ec421","042b018de1d862323f09d5767e4068d5","",""
22,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",40286,"192.168.2.1","82:e6:50:12:14:64","82:e6:50",53,17,4,0,0,1537523647161,1537523647206,45,2,174,1537523647161,1537523647161,0,1,79,1537523647206,1537523647206,0,1,95,"DNS.AmazonAlexa","Network",0,6,"api.amazonalexa.com","","","",""
23,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",32998,"54.239.29.194","82:e6:50:12:14:64","82:e6:50",443,6,4,0,0,1537523647208,1537523647895,687,26,8945,1537523647208,1537523647885,677,13,2011,1537523647323,1537523647895,572,13,6934,"TLS.AmazonAlexa","VirtAssistant",0,6,"api.amazonalexa.com","d9059af989f5b1725965091c0d494bb7","303951d4c50efb2e991652225a6f02b1","",""
24,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",4892,"192.168.2.1","82:e6:50:12:14:64","82:e6:50",53,17,4,0,0,1537523791044,1537523791055,11,2,174,1537523791044,1537523791044,0,1,79,1537523791055,1537523791055,0,1,95,"DNS.Amazon","Network",0,6,"dp-gw-na.amazon.com","","","",""
25,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",38721,"54.239.27.11","82:e6:50:12:14:64","82:e6:50",443,6,4,0,0,1537523793131,1537523793247,116,4,549,1537523793131,1537523793247,116,2,349,1537523793245,1537523793246,1,2,200,"TLS","Web",0,6,"","","","",""
26,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",40631,"93.184.216.34","82:e6:50:12:14:64","82:e6:50",80,6,4,0,0,1537523850493,1537523850738,245,6,412,1537523850493,1537523850738,245,4,272,1537523850609,1537523850730,121,2,140,"HTTP","Web",1,1,"","","","",""
27,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",13118,"192.168.2.1","82:e6:50:12:14:64","82:e6:50",53,17,4,0,0,1537523851030,1537523851042,12,2,238,1537523851030,1537523851030,0,1,85,1537523851042,1537523851042,0,1,153,"DNS.AmazonAWS","Network",0,6,"spectrum.s3.amazonaws.com","","","",""
28,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",33851,"192.168.2.1","82:e6:50:12:14:64","82:e6:50",53,17,4,0,0,1537523861365,1537523861376,11,2,180,1537523861365,1537523861365,0,1,82,1537523861376,1537523861376,0,1,98,"DNS.Amazon","Network",0,6,"kindle-time.amazon.com","","","",""
29,0,"192.168.2.3","4c:ef:c0:27:56:1e","4c:ef:c0",46586,"192.168.2.1","82:e6:50:12:14:64","82:e6:50",53,17,4,0,0,1537523861376,1537523861377,1,2,180,1537523861376,1537523861376,0,1,82,1537523861377,1537523861377,0,1,98,"DNS.Amazon","Network",0,6,"kindle-time.amazon.com","","","",""
